phone_number,pmt,uid,weight,bin0,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,bin10,bin11,bin12,bin13,bin14,bin15,bin16,bin17,bin18,bin19,cat0,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cont0,cont1,cont2,cont3,cont4,cont5,cont6,cont7,cont8,cont9,cont10,cont11,cont12,cont13,cont14,cont15,cont16,cont17,cont18,cont19,milieu,region,prefecture,canton,voter_region,voter_prefecture,voter_canton,formal_occupation,occupation_poverty,responded,draw_probability,response_probability
82219HZXF7BOBPA,2287.3076607119588,62,4.503307018872517,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,group0,group2,group1,group1,group1,group3,group0,group3,group4,group2,0.5039904690761493,0.16662818404817026,7.850742332180062,3.513982301371067,1.9814366728840818,8.931188133016654,0.8803274605727573,7.666087682549012,1.0687987457004586,4.997685519276132,1.5994673414545328,2.0284194281366075,0.46366654499226445,4.095897798071188,2.4775406642531497,4.003741806568964,0.2276643175885713,0.2742096910472075,2.428426275113055,4.714693045615234,rural,PLATEAUX,ANIE,23.0,KARA,OTI,319.0,1.0,9.0,1,0.640894255405986,0.4830318286374159
B13X0S1MI1CMYQN,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.9252716392922495,0.06714115083448258
5483FOSZ10PLH6E,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.8653697914025815,0.6118516443961749
A0UC7EXJIM9AHHN,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.13797678295140847,0.24337056639918309
9UF3ZNHSCCTEILA,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.9156513995121868,0.8981617389667839
VGPRAM1BFFOOBAZ,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.8842095657901744,0.26136568492153933
4CPMFT6CKL4EYG2,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.7165168617906958,0.8943805953781572
JY2AHWC6W7DNU24,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.4207195068882874,0.8211663065052831
RDLFVI8GNRQCMIG,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.5337540905385234,0.4339653939731771
9ZALPMQATOZ3A1S,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.4383516625403375,0.39614097300135453
CMIX9K672WXL71N,3809.3445781578152,72,1.5352038313411622,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,group3,group4,group2,group6,group2,group2,group2,group7,group2,group2,0.2782924729115468,0.20998390720497173,0.8702099372266829,2.5572720822411315,1.235202923281792,0.486932894550254,3.175549841270281,7.482828423928082,0.3934227961364445,3.714029179909683,1.5854165715248556,2.6218461509337123,0.909531870532147,3.9487874459029344,5.509264707628598,3.498268435712059,2.163933958317873,3.2081332835595853,3.619099367529927,0.8586214283282514,rural,MARITIME,YOTO,170.0,MARITIME,PLAINE DU MO,242.0,0.0,8.0,1,0.7060156884278351,0.3558086667812038
7LC5KJKAB5ZXXHH,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.3024987245901881,0.8687500065467585
1SSHBM2LC1X4VXG,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.7956225708798054,0.6236800889978816
GJCYPR0S3FY9X3Y,1873.4284387198786,75,3.3685772599034767,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,group2,group0,group6,group1,group0,group4,group0,group5,group2,group2,0.9525638178179879,0.3132973529908637,7.862441485525857,1.9667464077510362,0.3017297927347853,8.453300280695082,0.629328494340168,8.859780611013255,0.866039968256832,4.5621502549319395,0.6097364949172215,0.34041590375171604,4.1732965110420785,6.7842257562861334,2.225725439486599,1.8103371001184412,4.872083992659065,0.4964488575877791,1.0129567768106607,0.6012672792375202,urban,KARA,GOLFE,273.0,PLATEAUX,AVE,312.0,0.0,7.0,1,0.3083843517479362,0.9800151544288298
M5ATI85VNHY11FO,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.47153339713354314,0.6824154631538506
N98FV72KW0XIFBT,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.8577583769230039,0.3701922793664182
WQ8C3JETS9XSK6I,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.8820668846555377,0.981217338380871
CZUDPY0JS8JX6WD,5158.75649135525,79,1.734928144229738,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,group5,group0,group5,group0,group1,group6,group3,group6,group4,group1,0.5391136701258545,0.04204088526409955,4.144470446994112,3.6105031927284132,2.692874453145589,6.658634409687721,1.8771865100902505,8.68098393092361,2.759064946857978,0.6237658372352178,0.10514638986222669,2.7869304778631276,1.4869761548046334,2.054843326502599,5.148156466257895,1.4198638125087397,6.168672566990143,6.580048632000034,0.4371471708232999,1.1005122094089668,rural,CENTRALE,TANDJOARE,88.0,CENTRALE,BINAH,37.0,1.0,8.0,1,0.7722248897263786,0.640167298882286
29S901ZPDT68M68,6586.816016979352,80,4.766596712215781,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,group3,group5,group8,group4,group2,group2,group1,group6,group4,group1,0.8923145694911634,0.9668804617071524,5.414882571718536,5.0070823037959915,0.27203887668069315,1.7517263628726598,2.4450589165320364,1.9666367227939148,1.7177376850705008,3.3856341278758313,1.2580988466092138,0.8029969305960168,4.679432960505138,1.7739216369717976,7.066320970588068,2.8702997037583113,1.1444448628240735,4.050536542573788,2.2555015194878263,7.773574602104719,urban,SAVANES,CINKASSE,288.0,MARITIME,KPELE,345.0,0.0,5.0,1,0.3769083077861637,0.7388742095042803
54DJTTFNWB1AJRH,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.428396967094825,0.8604543373986036
VKZ2AJHMWQCP0LY,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.6284609352360194,0.16946989999672735
ZFGOF2GU8L8OYMU,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.1390772874516043,0.5560919542526358
D75O2E8VFSNUY9S,3680.7289339402932,84,1.7884218404518606,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,group7,group5,group3,group5,group1,group5,group5,group8,group1,group2,0.22671317921384448,0.1317003837146521,4.676222836395082,6.906830046974271,1.0841528262448454,7.149110112996837,3.6123560613931383,4.282172448409314,2.663185784776622,2.8595768024229082,1.6333073104487306,1.4824979787722636,3.517143314581163,7.0538461796522975,0.6220618033992729,5.1350525225613,0.03599069705202318,3.805566848407173,4.35806885815282,6.497108332982348,rural,PLATEAUX,AGOU,194.0,PLATEAUX,ZIO,46.0,0.0,7.0,1,0.8308102063969464,0.945059552191111
N0QZ84DN216DQUA,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.10602328660002669,0.5894709310191997
TMQPLX14GPVMRGM,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.7436829637989164,0.5933193505649482
REJDW3KCHV6HX7L,5487.67885097773,87,3.7355929847946667,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,group3,group2,group0,group4,group0,group1,group4,group0,group4,group2,0.15612699872135882,0.685494092537766,0.9519012613962747,5.199293134684573,2.668974341901364,8.645251750630052,4.412241686651834,0.7825969425483662,1.760287452146354,0.1064877686090615,1.1239791896764717,2.893807772654582,3.994475730802165,4.0788304473646395,4.250253806870905,3.079980295717859,1.1280978937089294,6.203766768421206,4.36238182151314,1.6364955113279152,rural,SAVANES,AGOE-NYIVE,155.0,MARITIME,AKEBOU,121.0,0.0,8.0,1,0.9428034382500873,0.01569952659740259
5JZEY4TLZ7QRSMN,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.9477086462365314,0.8765128475317158
Y0EM2MD2QI16GIW,5435.007284953928,89,1.6959562293338162,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,group4,group2,group4,group4,group2,group1,group4,group7,group1,group1,0.12027122084368547,0.8068701947321603,7.79320461442635,6.931819061899096,2.3405908714211394,1.2641320529394686,2.915313862647169,7.651872652756749,1.9756724942237658,1.9362787118031866,0.8896842054682699,1.0236550662480401,4.360039955782247,6.0330451813056865,6.1532604199035,1.5556275234813972,3.7691873722276332,4.022967849712642,2.4887887514554308,4.527095579014108,rural,SAVANES,BAS-MONO,328.0,SAVANES,KPELE,376.0,0.0,9.0,1,0.15723361692346827,0.5786641002495159
06HUDGOPX2TC8OG,4950.452966365841,90,4.494051556047733,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,group7,group4,group1,group0,group2,group1,group2,group4,group2,group1,0.5618756460457714,0.4842512685780188,2.201150561012968,7.6749031394038925,2.8993912033793565,6.831963937367245,4.909379368518411,7.8126415297609775,2.5108519527047233,1.6853991795472445,0.9436298603242275,1.3837197001354027,1.3500363983156949,4.270342091394939,7.400202710860518,7.496803563437326,0.8174616448126919,5.834993335551466,2.375837488616207,7.860339487517061,urban,SAVANES,KPENDJAL,376.0,PLATEAUX,AMOU,144.0,1.0,7.0,1,0.3820938264600723,0.8152458208596964
UZPDDC79LCELQPM,8000.117804347451,91,5.875978047018623,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,group5,group5,group0,group3,group1,group6,group0,group6,group4,group1,0.6950395691454455,0.3643372612638458,5.988141962842774,3.0008436685236646,0.5109486198219515,2.0391617707131346,1.2665745837056492,6.065712494916727,0.609240578558333,1.7469795096266267,0.16951645162574414,1.281316640358654,0.7392007101401221,4.302814466361034,0.6339624405745283,0.6166030071150095,6.933547493031509,2.4800513605782966,3.880812324934817,3.7690520990335035,rural,SAVANES,BAS-MONO,340.0,KARA,DANKPEN,180.0,0.0,4.0,1,0.8033470311096697,0.20017558668272195
F1WOU8I44EPWTQM,2859.057561629119,92,5.979141469771583,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,group2,group2,group0,group3,group1,group0,group5,group7,group4,group1,0.4760835949473433,0.4267894573388221,3.0023619211935895,2.915037476559129,0.9463456227523186,1.2533366914148616,3.83350726412354,1.465530611025315,1.2098116327259152,3.3048862011931717,0.09756696943465104,0.00877445707366764,3.5849634165875184,7.86445597895816,0.8625896633434209,3.0990691888048367,7.048032121277832,5.268415297327966,0.29821503460950416,0.7614273512335812,rural,KARA,AKEBOU,266.0,KARA,LACS,358.0,1.0,3.0,1,0.7161335597202906,0.0004129242107686615
FV3301ZUZOG5897,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.16584003707389017,0.5729871083681002
2VFE50J8CZDHVCW,7520.48811360718,94,4.128816694158976,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,group0,group5,group8,group3,group0,group5,group4,group5,group0,group1,0.7276011318668661,0.5457649301969332,1.3396518157938884,7.283982840066439,3.882616548390848,2.4106597260337526,1.53079631895388,3.0227648963793414,2.1625248017819576,1.4877048007772553,0.18115650468132505,0.04920392731572221,0.5943216543160923,2.966451011889327,2.8669541001602026,5.739238245740151,7.576656269755873,8.19078366367538,0.7387531878127795,6.572509708721441,urban,SAVANES,SOTOUBOUA,260.0,CENTRALE,PLAINE DU MO,248.0,1.0,2.0,1,0.9844132838837646,0.7179697546736347
E17JZ2NCYYR0VPV,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.7005866557903473,0.790175777962509
0JBIR0GSA345NHI,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.8000808374552053,0.43820881695087566
2F3IRD2FTQWKBEE,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.9372745110654916,0.26105272624852727
EM1U1PARPFC29ZK,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.5774460178956715,0.8256596125567534
BFMGQXTQGXSYC74,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.4804721178636939,0.4275454307655021
0NU8RS06ZIR9ZNC,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.6662330427400239,0.5267529115097134
YGLVL2K88IWYQQ6,5281.819479616356,101,5.469136258145147,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,group4,group2,group3,group0,group1,group0,group0,group0,group0,group2,0.4318493442461727,0.5898685414990905,6.414599724128067,0.08747512156568771,0.6054425948562323,8.098629529687363,3.609927334823059,5.209831542460416,0.046649726406261194,2.965295065020226,0.22143816147346596,2.202234040461106,2.6744586022570265,1.4985051729903,2.6129654421546302,3.3270541154351703,0.7918915203385399,1.7395862077879962,0.366928717218844,5.8821588679087515,rural,CENTRALE,DANYI,270.0,SAVANES,DOUFELGOU,112.0,1.0,3.0,1,0.18414968489013184,0.9418346409119184
JZWN0DI9RG26BGZ,,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.2907722968469748,0.06950334084048138
C3EFS7IKOAWH5A8,,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.7570770576336928,0.7017267340216239
ARKQ6PIM1HK1U1I,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.12353941054409734,0.5612893961248412
O1NLNR9JSYYME6I,4314.1576246772565,105,1.7986824357405764,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,group3,group0,group5,group1,group2,group6,group5,group3,group1,group2,0.9593943733186302,0.6090417588271683,1.6534031720976508,1.2504263392303683,3.6753759930933048,4.2693708681343425,1.89299376189601,1.0989703806232263,2.416513353858747,4.3447400541220045,0.0020777084805627677,2.392976518096264,2.857544165325392,1.8471488047295122,7.680423910401195,0.35538403997641144,5.359646962398,6.224801118593595,2.8320128005836254,2.166203864653509,urban,CENTRALE,PLAINE DU MO,339.0,SAVANES,AGOE-NYIVE,81.0,1.0,4.0,1,0.269186952051202,0.7578270548057959
3D5661I9T05XD55,,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.532035241396501,0.6457804268924815
76SIRFUZG8TA3SA,3848.816265733793,107,2.9767048356283077,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,group6,group2,group8,group1,group2,group6,group1,group6,group4,group1,0.7190573002088888,0.06157467392272575,1.9206309748115853,0.7369435274611815,2.8686195749247068,5.475469508730325,0.25248836678361797,1.777009207010106,2.455403379098194,0.8061120893530882,1.109787793904219,1.4531979939290864,4.3151201806260495,2.6532032786875925,5.174702586904009,1.701346161116665,6.492533531704476,8.261461412106287,3.4308715830331513,3.5598578674226955,rural,KARA,ASSOLI,21.0,CENTRALE,KPELE,201.0,1.0,7.0,1,0.05346246732535587,0.49854533831513803
R2RQTSZO6P8TZ32,6598.439268417612,108,5.410529321192945,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,group2,group1,group0,group7,group2,group4,group4,group2,group4,group2,0.2060077218200066,0.4022545319057321,2.799765033896766,4.979320966111346,1.405454648328174,1.5948506051825935,4.6923682731990315,1.4158250724236339,2.9544356891185237,3.498479413740564,0.6969921129127818,0.7721419288703163,4.565420026211447,1.6476782525298646,6.74552057687686,5.538548797786052,6.862306951179268,5.471642206540938,4.402161917142312,1.077408303179343,urban,SAVANES,KLOTO,31.0,CENTRALE,AGOU,271.0,0.0,9.0,1,0.4129249162748484,0.9201392563834007
DN9RU3IXRQ92HEB,,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.7668459700075304,0.6975153545526042
FMAI81AS1Z3NZDX,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.3518554993555968,0.031145335831871845
YA6C6T5TFGZR19U,,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.48568814540165595,0.5903942298798613
BMJEJEC27N2BPIV,,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.12871028436845955,0.8037154191597699
2XPWOJJW3Y8FS75,,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.7737097855420462,0.6495847656936148
T0HY1TDF5O5L4U5,6214.245149819099,114,4.700874698662928,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,group5,group0,group3,group2,group2,group3,group1,group8,group1,group1,0.36500994448850244,0.36940170518224524,4.290250497248682,4.391603027552103,2.598196330267337,3.410881804180823,4.289809680353939,4.258037759000345,0.34847114154965453,2.168357976351154,0.6277221962930679,1.1550653122400631,1.2715710404196074,6.712108910748696,5.887933439187763,4.367119215072718,1.1749866905421245,6.507816137491673,4.4139087121473715,4.189814132054246,rural,MARITIME,BASSAR,247.0,CENTRALE,SOTOUBOUA,213.0,1.0,1.0,1,0.21514505314816001,0.13925951478053766
K6851LRC9723TZO,,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.26329782053370454,0.5835338059503171
XWEPWO64YAXUZ35,1894.737726190197,116,1.7926789428324055,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,group4,group0,group5,group6,group1,group6,group4,group2,group3,group2,0.2000720722677165,0.4826831570211706,1.662629195977857,7.331485319929048,1.6913847736832457,3.7995106611545255,0.7072162003488931,7.027721899752823,2.7899713743592995,0.5004803382300904,1.4800684521616227,0.0974416184942335,0.27392524902612125,4.190921692967443,6.739455814540378,6.3755345623345265,4.808838716745491,0.23360784887492558,4.271832797638554,1.2198088950093027,urban,SAVANES,CINKASSE,97.0,MARITIME,LACS,197.0,0.0,3.0,1,0.7499764975204216,0.6003335043373397
3QOH0T7YZJWCO78,,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.02218337151337435,0.16248441747849118
DFZ7DB369L2S7FP,,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.5511672159341294,0.07634334486728966
CQ17EIU6JMQ4H70,3870.379288186353,119,2.074084819088247,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,group1,group3,group8,group4,group1,group6,group4,group6,group0,group2,0.3191705194118146,0.6962070851192095,5.249044833262887,1.72701858559211,3.769204800272874,5.873463120989745,3.691212317839975,0.8260098766262525,0.25153500448875654,4.4675904858366415,1.4305752843277229,2.7358588607432646,0.7904263048189614,4.034111027401283,5.445962163936421,4.9040532424847605,6.609224397621257,4.994690185648741,1.6352819675812795,0.7164244145368484,urban,CENTRALE,VO,286.0,PLATEAUX,ANIE,197.0,1.0,2.0,1,0.46892763249852765,0.050831960769196494
RNBZHXAHB1GCSPU,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.6449090563990117,0.6574804296130335
5ET27UIZPMYVWN3,,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.1882014578372866,0.11154509588235006
T3PC2Y9N5UQD59U,,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.2500246239488534,0.7770356586126109
Y5D9TQE5EREYZ97,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.07430544395237104,0.6708868183142106
RNQ90XLC5J4SARP,,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.9671196512415543,0.7110518853252867
2B6J8A70V8PYQAT,,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.8490400595375683,0.8444207860128766
D8LNXFYXE20EMAY,3116.546709623536,126,1.9628345525952047,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,group5,group3,group3,group4,group1,group2,group1,group7,group4,group0,0.10897970715110294,0.8522156274156477,1.890917651445199,7.671240023938948,0.8675639708507656,5.677786677019077,3.0012907547686347,4.767328842069503,0.7186583535182886,3.6484684922237482,0.5998301711217111,2.0471094974966233,0.8271573892289585,4.270571829603503,4.992696863618104,4.033017208710951,7.077052641627247,3.542490395386457,0.10352812638631914,0.856097004590529,urban,SAVANES,AKEBOU,141.0,PLATEAUX,CINKASSE,139.0,1.0,10.0,1,0.7368628281925999,0.7970566292735494
PRQSYUVD4KL5YP1,3736.310163253634,127,3.291239794230013,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,group4,group2,group5,group5,group0,group5,group1,group6,group0,group2,0.7499073859964267,0.8659574008342974,1.990017953947099,0.40853775305970963,2.1453662372889184,7.230905380882054,1.5538436057407536,8.601214520239258,0.297245476645001,2.1306069786382946,1.8757532287184795,1.4240989453010138,2.6606831049420783,4.551767764548408,5.698161776457742,1.1436914526279107,2.162172470774978,2.1347521811527885,4.710788260330258,2.8102040292479247,urban,CENTRALE,TANDJOARE,197.0,MARITIME,LOME COMMUNE,131.0,0.0,8.0,1,0.8775497216393326,0.6585802112246136
OT8K2XMM8Q07ES5,,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.8349538729846457,0.6787036804074721
NP74YKPC1P6ILHA,5348.453600610776,129,5.286221384656265,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,group2,group1,group7,group3,group2,group3,group3,group8,group2,group0,0.276419675036902,0.386884417476029,2.4381356728247052,7.555289882135558,1.3518073803516746,2.435749898309605,2.8573876501804722,0.273666576409763,2.501698020203234,0.8083919239056958,0.14806788003568339,2.3355337198406594,1.0847694407608803,3.0951860624461727,0.5878218377747917,7.972609421924851,1.1714372328952205,8.928841383671237,0.8271971689786678,3.5492288361794033,rural,MARITIME,YOTO,61.0,SAVANES,ANIE,121.0,1.0,10.0,1,0.9506395076553308,0.29708134439521594
KSQ5NRNJH8BWHGB,5331.3988045458955,130,3.8836598749871714,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,group6,group5,group3,group3,group1,group0,group1,group6,group4,group0,0.8917753435633905,0.24668858933580906,6.997950199391147,6.703140743273671,3.7938921143510256,5.596023278118685,3.480068805138761,6.399729664464503,2.2393677336871445,4.551905933965011,0.4896210836530357,0.9076312884025128,1.9609567326413484,4.207279361137757,3.0629583822401028,2.183954763854138,7.5283837690093005,6.6967040916601865,4.023573542688206,0.4115247301602478,rural,KARA,CINKASSE,156.0,KARA,GOLFE,208.0,1.0,8.0,1,0.19210907537625466,0.018282038888405183
N2YKPYQ5PYCAYJI,,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.2835972271424003,0.9242457540138167
