phone_number,consumption,uid,weight,bin0,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,bin10,bin11,bin12,bin13,bin14,bin15,bin16,bin17,bin18,bin19,cat0,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cont0,cont1,cont2,cont3,cont4,cont5,cont6,cont7,cont8,cont9,cont10,cont11,cont12,cont13,cont14,cont15,cont16,cont17,cont18,cont19,pmt,rural_pmt,ppi,assetindex,milieu,region,prefecture,canton,voter_region,voter_prefecture,voter_canton,formal_occupation,occupation_poverty,age,age_group,gender,ethnicity,religion,children,disability,marital_status,any_vulnerability,fsec,own_phone
G1NW4BXDWGLYJWE,1213.173208016843,34,4.407795214991145,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,group5,group0,group0,group4,group0,group5,group4,group1,group4,group1,4.7242554585961285,2.008795107801393,5.410160512719274,2.840769191784455,0.3190506385707307,0.14113474576210194,5.302552652675482,4.50345427807967,5.327439083912616,1.6534036724704126,1.7097250822024601,2.3321036124067756,0.18883888236765167,8.100656968323397,1.0906332172061153,1.0640875299405497,2.205029397635711,3.8460206236674326,3.8736201145580145,0.6770725451890334,1505.2568591923355,1568.3492557773752,1238.232509606953,1870.886828618468,urban,MARITIME,KERAN,271,PLATEAUX,BASSAR,263,0,7,48,<30,F,Kabyè,Christian,5+,Yes,Divorced/Separated,Yes,5,1
N98R43DIGR4HQWC,2926.412836926602,35,5.739750148760769,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,group2,group1,group6,group2,group0,group1,group8,group1,group2,group0,1.711484854859166,1.4809449478358683,1.5196804482354114,2.075316948471425,0.841528551247629,0.8521215735758274,3.2454606804413846,6.6125341098582195,5.987511627375782,4.309074232421969,0.35732662293359496,0.4302030582560037,1.8459626767102015,3.846875041546722,0.7163292920135355,4.777683644886157,2.9942039968555214,1.5728502283111956,7.534262223602895,1.7092810058001384,3620.336601883585,3116.065538019724,3942.69230766224,4427.240889641498,urban,KARA,BINAH,220,KARA,TONE,61,1,1,68,60+,M,Moba,Other/No Religion,5+,Yes,Marriage (Monogomous),Yes,5,0
IBKHW1PYGIDFU62,2065.6010481962758,36,2.802899391983812,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,group2,group2,group4,group5,group1,group4,group5,group2,group1,group0,2.971865426545166,1.137438076392736,1.4172632050163978,4.682580761790263,0.3398357179713235,1.4513149530007445,2.3283615977226013,3.344795047547117,5.433407226538545,4.122795364879906,3.621230340438695,3.592029640271665,1.369836729706541,8.39522981074364,0.9654133963677657,4.688831377973039,3.3890334868869094,4.90375217897684,2.2362197427994994,3.1673664767712455,2273.4899239746546,2584.4729192597642,3075.3616777063053,2155.083332654195,urban,CENTRALE,MOYEN-MONO,142,KARA,DANKPEN,288,1,5,68,30-40,M,Kotokoli,Christian,0,Yes,Marriage (Polygomous),No,0,0
FZXWFIBVHWQZ1GP,2098.987537499308,37,2.2349907636018784,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,group2,group0,group3,group0,group0,group5,group2,group1,group4,group0,7.078818223159531,1.4710146392502983,1.1921726898667568,3.32397521768803,0.8642884250752021,0.835595156073327,0.43999389811028955,5.800757820099562,1.4763378974187917,1.2293322089185503,3.463014717321105,1.4300197891796471,0.8615850942574321,3.421754662825829,2.81913264547584,4.7060794166282625,4.026987271384756,3.0687358314169844,6.062968104885688,0.86385507319071,2408.6978512425953,2246.3768893936744,2522.5642875642748,3201.3165380860482,urban,PLATEAUX,DOUFELGOU,116,MARITIME,AMOU,108,1,5,79,<30,M,Kotokoli,Christian,3-4,Yes,Marriage (Polygomous),No,7,0
OPP3JLQ6LIYUYNM,2044.6982672736533,38,1.2647593405422366,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,group3,group0,group7,group3,group1,group1,group4,group0,group1,group0,6.705673012359433,2.57666404455112,2.1094113460445425,3.9719758676974024,0.8712182392498204,1.9409679633611454,6.51156663756477,0.19663351103030668,1.389606248761634,2.941657180417171,2.256635858690708,0.882172709286206,1.7056098854567425,6.165560941669537,1.6814995983574708,1.9603532161605568,1.2499812247306448,3.1182190328340527,0.6177844371402248,1.5605314597444022,2798.4467881069836,2338.2817070844235,3074.7826349967227,2506.436561061308,urban,KARA,BINAH,122,KARA,CINKASSE,98,0,6,40,40-50,M,Kabyè,Other/No Religion,1-2,Yes,Widow/Widower,Yes,0,0
71253YTVQ77CXFP,1670.1225501637298,39,5.158299697652392,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,group3,group0,group3,group0,group1,group4,group5,group1,group7,group0,6.846427930268231,1.6471625702384958,1.9262704854022918,3.89908038338759,0.2194680533992266,1.5412872618544917,4.675890502019463,0.2650195848756104,2.8218995727046994,4.38458051242481,3.1067195545022686,3.3107119626087127,1.3603868576430944,3.2999911221856766,2.7901381217037597,4.895716594153006,3.8010243893562103,3.348465162384662,0.04939282881165319,3.8675459121549753,1742.0572221155182,2141.305312571564,2479.072415801442,1986.26275987953,rural,KARA,TCHAOUDJO,31,SAVANES,YOTO,55,1,6,34,30-40,F,Ewé,Other/No Religion,5+,Yes,Widow/Widower,Yes,4,1
DAG1AGWZW3OSZIA,2228.0937524411224,40,1.3918990385782994,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,group5,group2,group4,group0,group0,group2,group7,group0,group6,group0,4.621518410914399,3.838026988199349,0.3437860257943198,5.952249692845104,0.4134970524884919,0.6981788081002063,1.291875404743858,3.5762910361213747,0.20377920290560914,4.581240125030189,1.8834912666030799,2.0748618672634045,1.546454532014849,1.8167998533625476,2.341077643702325,8.600797039178222,3.0357841971976063,4.1038132341088565,0.23979990751772728,1.356671420326399,3025.1852550397834,2517.98316560742,2687.1515515045794,2494.124813491109,urban,PLATEAUX,BASSAR,72,MARITIME,OTI-SUD,292,0,2,62,60+,F,Moba,Animist,3-4,Yes,Single,Yes,1,1
7TGLMYF4MN8G5L4,2602.6889897602223,41,5.760877401471212,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,group5,group0,group7,group1,group1,group5,group8,group1,group8,group0,4.130908306629253,0.11536880150031903,0.5538608465932127,5.471781785327522,0.6454400214895055,0.7466111376696825,3.678135227771433,1.6206611805619477,3.5090877972817704,0.633011803110084,0.11445424065835397,3.549208074363456,1.5541360579652177,6.3081138564170995,2.8448946002779065,6.328325163394901,4.782892126399034,3.484489399621025,2.810577925093356,3.456764090426846,3100.9365638982576,2634.614163996735,2797.7754057009693,3642.0774157613405,rural,SAVANES,ANIE,50,MARITIME,LOME COMMUNE,93,0,4,75,<30,F,Ewé,Animist,5+,Yes,Marriage (Polygomous),Yes,0,0
AIQAD5V0GE81I6U,1230.9790014792795,42,4.530738139138669,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,group5,group0,group3,group5,group0,group5,group1,group1,group3,group0,6.311807835919852,2.4242303744443046,2.8627239221075738,4.105751943720996,0.6689668396214454,0.14917778387593783,1.0345820580175653,6.041888627303254,2.9673666269012937,1.8420363397021715,3.5898046088971762,2.231844764574531,1.6852584189781348,2.18946456811054,1.1980003935246868,0.2279758974463879,0.8830702926324274,0.9422674359207689,6.057090601579735,3.6126258081424387,1260.2291807942238,1245.1405470417226,2299.794443560446,1609.5853908886718,urban,CENTRALE,BAS-MONO,320,MARITIME,DOUFELGOU,202,1,5,31,30-40,M,Moba,Other/No Religion,3-4,Yes,Marriage (Monogomous),No,3,0
4JB2T9O38H5K3UQ,1563.652201957895,43,5.557664233845416,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,group0,group0,group0,group4,group1,group3,group3,group0,group3,group1,8.651553352741312,4.094137535565681,3.676086376601669,4.353257872624136,0.022047354759066495,0.0025632972618960803,7.374454286744504,1.5923422592992593,4.364619271253784,4.624592057594567,2.9696845251614965,2.0600885751767035,1.0970065834741893,8.254836023190462,1.804130408413467,5.795246619424022,1.4033414809326543,0.8396322122130062,2.851552822920892,3.965398208745588,1905.4283745697792,1957.6801814697847,1798.6303090863064,2546.579534065868,urban,KARA,KPENDJAL,4,SAVANES,EST-MONO,272,1,8,20,40-50,F,Kotokoli,Muslim,5+,Yes,Divorced/Separated,Yes,6,1
QL40KUZ00NXOUOA,1757.229673750526,44,5.072204354575253,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,1,1,group5,group0,group5,group5,group0,group1,group5,group1,group4,group1,2.664754195451754,3.549995957632314,5.718713422600764,2.531829206184334,0.8845770556061283,1.135880496868011,0.18543988188182503,1.4384298461909366,3.6656779732880427,3.3592361211199395,3.8099895870725797,1.160373374750367,0.3462611964799793,7.1291055797189635,0.45431937653309695,3.7976655642753014,2.95625966285497,2.8425939305666144,2.5372180877971653,3.2254809032245846,1886.5050914601036,2255.8650970222475,2367.3070871608934,2948.3093028751173,rural,PLATEAUX,ANIE,287,CENTRALE,TCHAOUDJO,376,1,4,45,50-60,M,Kabyè,Muslim,1-2,Yes,Marriage (Polygomous),No,6,1
DSPINA6UM32XNKO,1027.8892714331405,45,1.9536080642644302,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,group6,group0,group0,group5,group1,group5,group1,group1,group0,group1,7.982993185406744,2.236728425946002,5.078670301133893,3.3183860849463453,0.8541086735073139,1.3105062739349704,7.729928543510133,2.0406757829244935,0.9211999689464141,2.992440889109152,0.6455069549276846,1.6233724284837696,1.704167559840734,0.4125182463528012,1.2641244988844802,4.080077121861217,4.736266224169795,2.859991044342489,7.660562747773175,3.99679047819182,1321.5152394557686,1242.1305280798172,1378.8965258008343,1561.7121855821815,rural,SAVANES,ASSOLI,44,SAVANES,ANIE,232,1,5,22,60+,M,Moba,Animist,3-4,Yes,Widow/Widower,Yes,7,0
JNUQYDRIB388ZIM,1997.6971675920954,46,1.8795174086297874,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,group3,group2,group1,group4,group1,group4,group8,group1,group2,group0,6.53023201917429,3.490808520653922,3.146723662627035,1.8362182860949228,0.34244825218051944,0.04588393250714762,4.426282556554341,6.886215423447321,5.990646432643651,2.290227471509172,1.6577123475843876,1.1668335410029878,1.13955510175085,2.973433237572833,0.9855126060054156,7.8625608532619085,3.9232318462919746,0.0025339222458592436,1.331692593735804,1.0056682752463155,2193.999228513275,2810.089376702427,2224.418337382445,2721.287740756638,rural,MARITIME,MOYEN-MONO,77,PLATEAUX,DOUFELGOU,329,0,4,21,60+,F,Kabyè,Other/No Religion,3-4,Yes,Marriage (Polygomous),Yes,5,0
QJFLX0RTQRGBCLA,3233.222764820181,47,5.8069388587853705,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,group4,group0,group1,group2,group1,group2,group2,group1,group6,group1,5.2592601080195145,4.460382022817585,6.5873757364462815,1.7644964599253865,0.5630676050767444,1.6653353018949413,7.388403082118609,0.46979205864936335,0.8056132886832986,1.1728444254119197,2.7673987561949236,3.200620621100949,1.478303126076863,4.087486581925791,1.3530719768906452,5.3185562748646955,3.9901326108536224,4.202895181835861,2.0673073916504716,3.7283468171571106,3707.4633357995967,3598.9453159222035,4279.80661098245,3328.420829631253,rural,SAVANES,DANYI,27,PLATEAUX,OTI,103,0,3,66,60+,F,Kabyè,Other/No Religion,1-2,Yes,Marriage (Polygomous),Yes,2,1
O51WI09F9QDKU61,977.4585644239544,48,2.4551898790166415,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,group3,group0,group1,group3,group0,group2,group8,group1,group3,group1,3.3877175336741727,4.967327064965319,3.3446834547855007,2.2750688370923977,0.33748550237346264,0.2781003840165248,5.991249361347875,5.004156085248342,5.492144102867744,3.290455002968028,2.264717096459518,3.13422760225116,1.2969836367175405,8.52981021412779,1.0365996790732432,8.381486181235399,1.5326663426088833,3.4008418164605563,6.089167133303006,3.1676522250832813,1703.5960124426963,1236.468748894302,1967.7201474923545,2511.6472448327268,urban,CENTRALE,OTI,315,MARITIME,KERAN,261,0,6,82,<30,M,Other,Animist,1-2,Yes,Widow/Widower,Yes,4,0
YW9R933OM11VT2K,2014.8822185191582,49,4.953067629865041,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,group3,group1,group4,group4,group1,group5,group5,group0,group8,group1,5.810017366179619,3.9126458908372452,1.0986286280516924,4.253845763603419,0.7888711240243699,0.20454236829766392,0.6713195979214683,3.551786066165341,4.700085984269533,2.6291965338950263,0.18859739769044426,1.2794155267498373,1.2805826234345037,0.5051791645816817,1.9597772356076788,8.745050243731436,0.12102526681299075,2.9956688423286044,0.5580295980088055,2.0650676923062847,2121.587779173732,2754.983064666562,2059.6258001898086,3437.0898351025717,urban,PLATEAUX,HAHO,343,KARA,EST-MONO,93,0,5,36,<30,M,Kabyè,Other/No Religion,1-2,Yes,Single,Yes,0,0
05L2WRAPOW1EI0U,1001.9553806697066,50,1.8539507391408252,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,group2,group1,group1,group4,group0,group2,group3,group2,group5,group0,7.388819781426042,3.7335788309874767,5.416729422545678,6.034864954457491,0.11749206204648865,1.308938380429767,3.862466727645269,1.3650090586625092,1.186942512155649,2.2845705844180486,1.5485025877024503,3.641175330788732,0.5275715679480228,6.293628121661384,2.927191024861699,6.152005330649333,0.08157046703932025,4.402229162293705,5.15998875669479,3.2106735162136726,1735.6996966556549,1624.0928904186344,1993.1055534175653,1397.5534268864687,urban,KARA,KLOTO,110,MARITIME,PLAINE DU MO,230,1,9,93,50-60,M,Kotokoli,Animist,3-4,Yes,Divorced/Separated,No,3,0
L4P291A0DCDPEQ0,1541.5979770273182,51,2.4954511514599265,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,group4,group1,group3,group0,group0,group4,group5,group2,group2,group1,0.2686900209758517,3.289662603506553,4.38370882208776,2.2182568568908945,0.7445301166394356,1.0836583812819043,7.275188189851635,3.0568455768837404,2.290351961263985,0.8433206213422234,2.051723759704977,0.8143388332774668,1.9555444138674882,5.258400965447255,2.5383144994736835,8.799475338860558,3.195284863741805,4.029642358438311,7.540744431757526,3.1869024089057842,1755.3335573229708,2191.7760735749416,2304.263996086304,3039.722350676484,rural,MARITIME,GOLFE,378,CENTRALE,SOTOUBOUA,65,0,9,89,60+,F,Kabyè,Muslim,3-4,Yes,Marriage (Polygomous),Yes,1,0
2FOJC2DFG3RRNY9,1860.8807171834128,52,4.367450718600978,0,0,1,1,0,1,0,1,0,0,1,1,1,0,1,0,0,1,1,0,group1,group0,group1,group3,group0,group0,group5,group0,group1,group0,5.7600528142363645,0.6193526471504995,0.7562918369162066,1.328272538394033,0.07718091365002866,0.6024510482424243,6.469275227140651,5.74625917254635,0.29825991816277897,0.5126792111090361,1.7613412890290419,1.5239304667834164,0.32643317086635726,2.8207808112261517,2.9667679922306553,0.9623744631050493,2.543458138219033,1.0028432343026688,6.515071758078709,0.40309131367774986,1866.0941070327651,2161.3082380787746,2606.1065997568835,3116.0224549263958,rural,CENTRALE,AGOE-NYIVE,304,MARITIME,ANIE,108,1,3,88,60+,F,Moba,Muslim,5+,Yes,Marriage (Polygomous),Yes,6,1
VC5ETUMM2O3FS7C,1299.5439172049696,53,2.2420984112157285,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,group5,group2,group3,group5,group1,group5,group4,group2,group2,group1,3.714803472878345,4.803408485434948,0.8980525302903606,0.5235225244437587,0.08238841170690858,1.8051342049921462,6.534853118940908,2.223361981569948,2.2435845737503226,3.751528743038892,0.8884967628335816,1.9204326946345263,1.0655742964520867,3.2709918376497176,0.8489191734606506,4.995933168384065,4.881576194220548,2.472275302866365,5.412489486492156,3.049075082563983,1563.321504528932,1863.19261845449,2059.5810315530894,2200.3202259888008,urban,SAVANES,ASSOLI,16,SAVANES,OGOU,161,0,8,35,<30,M,Kotokoli,Other/No Religion,1-2,Yes,Marriage (Monogomous),No,0,1
NF7JPROWXAMEO89,2166.196319865085,54,4.759335845814272,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,1,1,0,0,group3,group0,group3,group3,group0,group4,group8,group0,group0,group1,6.804555859211949,2.2521061923007446,1.3409821425390742,1.1120136847669406,0.3048661360915643,1.6205591753065758,7.8173553998154,3.187415261031545,4.614891308893867,2.556463281218069,1.5105896685608258,1.696836718794437,0.8721410777188654,3.8517958510603103,0.17417040714378795,3.26397368760409,2.7114326796499877,2.4740746507234146,4.505804704319661,0.8999882125154302,2366.7693452456624,2256.303990763714,2546.9893475712565,2482.2884946186664,urban,KARA,OGOU,65,CENTRALE,TCHAOUDJO,75,1,9,65,50-60,F,Moba,Muslim,0,Yes,Widow/Widower,Yes,6,0
72L6P1J93C7L27O,2125.9905874431784,55,5.396280315261994,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,group4,group1,group4,group1,group0,group5,group7,group1,group4,group1,4.7526607507151875,3.192677689672299,6.855635180542618,6.840086541632679,0.9006071787991831,1.9174158767277263,4.202699001717889,3.591758874797553,1.7185736740625122,1.638181466831012,3.1242592442780253,3.2436375424920545,1.535748024799244,5.345908859609004,2.110397492015575,2.408153456630411,0.045397755800668516,0.9909495393447493,0.6247774272296107,2.0816237874679944,2256.775806539797,2564.5259086489887,2990.557957708679,2581.195975325926,urban,MARITIME,YOTO,200,SAVANES,TANDJOARE,236,0,7,83,<30,F,Moba,Christian,3-4,Yes,Marriage (Monogomous),No,4,1
C4CYEZPHYK0DJ7F,507.97787636716697,56,2.6018622484459084,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,1,group1,group2,group6,group3,group1,group0,group0,group2,group5,group0,8.701371688784949,3.649190931273409,2.1994516248658433,1.7783819562069172,0.21191859488557285,1.5146834910550306,7.24462379439746,3.978984046996488,5.67360379857647,4.002168493545813,3.5298172312583667,2.49898755912067,0.9311256728512141,6.415529298355884,0.7916000194648105,4.477227984458912,1.3522698604953676,1.8698013963906686,5.131750130918569,3.4042820095749895,939.7476717710595,1011.7582136395494,1257.5902926746771,1087.8476816861235,rural,MARITIME,LOME COMMUNE,26,KARA,LOME COMMUNE,44,0,5,64,30-40,M,Other,Muslim,3-4,Yes,Marriage (Polygomous),No,1,0
U5HB15CW0ZB0MS7,2934.741279945579,57,2.4935393818294584,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,group4,group2,group3,group5,group0,group2,group8,group0,group3,group1,5.598641811700549,0.05225392228984216,3.5375511759370095,2.993039498629763,0.5920852968320185,1.355081944356365,2.029259276497629,3.2346849200873717,1.610858196488409,3.1786583571862885,2.4888671716641717,0.48167040027450136,0.4264995804996128,4.205139057022525,0.39916044509910265,8.14169996976673,1.2911747479893654,0.8809521955643895,7.578897385948879,2.7335014107034343,3572.857752322241,3010.3197829334504,3153.9273865497476,3966.481143541235,rural,KARA,BASSAR,374,MARITIME,TANDJOARE,102,1,5,34,30-40,F,Other,Animist,1-2,Yes,Single,Yes,4,0
YWSNF528OWTBZIX,1986.9489915451782,58,1.138663303791775,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,group1,group0,group5,group4,group0,group4,group3,group1,group8,group1,5.474214186845312,4.339734915815928,1.749980476104279,4.235462386198024,0.9026668802155168,1.853843483650788,2.8618992142705837,0.8773294794131502,3.5368578793069623,3.4553399141890466,3.6327488353237136,0.3310027585212145,1.890496583704035,8.31287369610758,1.0712120107282974,4.243514875606905,3.8900655800941575,4.773164250417178,5.6524329711724075,3.7465459443637386,2388.5985525970063,2664.6274360245234,2770.116844731529,2575.9236178007945,rural,CENTRALE,OTI,233,CENTRALE,ZIO,23,0,1,66,40-50,M,Kotokoli,Animist,0,Yes,Divorced/Separated,No,5,1
G0C4V300KGAI202,2643.7216495359926,59,3.113299873231754,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,group6,group0,group3,group3,group0,group5,group1,group0,group6,group0,6.8282222249373925,1.6552482282405627,2.2949567402419317,5.326188566849778,0.37170994220815123,1.3266891801575986,7.078815214977457,1.3821210543150708,6.962136320151055,4.978221822941803,0.4851094346202336,2.1644447780741367,0.5744952247259407,5.509859571179292,1.8962654116472102,3.3311729948289264,3.415366291353339,0.44438695034216213,3.748849773275439,2.9324804672368856,3336.883638164132,3428.765732344163,3386.9316520264665,3020.0962167264984,rural,KARA,OGOU,289,CENTRALE,TANDJOARE,98,0,5,48,40-50,M,Kabyè,Animist,0,Yes,Single,Yes,5,0
L7OP690YFW7GETM,2609.1871356553083,60,1.3272329135509744,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,0,group1,group0,group6,group2,group1,group3,group0,group0,group6,group0,8.47660736531517,1.8258108202353007,6.679472846883658,0.9946322319597394,0.07143933889337051,1.8578717825667237,4.371459766814898,5.06075577670725,3.232537416265334,1.5537999705000238,2.7155878460234195,0.32607669814765217,1.5046405102347256,1.56463528723767,1.7162904576419737,0.37046343481795396,4.819296742615365,2.5677321981779304,1.6707931472371156,1.7205126384219236,3063.8198898387664,3146.8110976131766,3001.469082917414,3320.1257924229294,urban,PLATEAUX,LACS,157,PLATEAUX,MOYEN-MONO,116,0,1,79,40-50,F,Kotokoli,Christian,0,Yes,Divorced/Separated,No,4,1
9H21WDMH3TLAM4Q,1558.1326872019986,61,3.8732797190030475,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,group4,group0,group4,group5,group1,group3,group7,group0,group6,group0,6.477786015677621,3.8966197905985083,5.825746873565038,4.978171236108757,0.011993988910977471,0.5214037753440692,1.3813382355642911,5.03102578590485,0.5407578576171508,0.8731471243639544,0.5082360387910114,0.546193261420914,1.7338719610532767,7.276514854265518,0.3967142599049185,1.397246647025309,4.017632859779186,3.7288827334537755,7.4776626034337825,0.546675291659735,2196.738220832453,2164.68399409779,2369.128813819404,3064.9933845546016,rural,SAVANES,BLITTA,105,SAVANES,TCHAOUDJO,67,1,10,82,<30,F,Kotokoli,Muslim,1-2,Yes,Marriage (Monogomous),No,6,1
BX764AZ6J4M7LCF,2597.1348278108394,62,4.439681234357188,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,group1,group2,group6,group4,group1,group1,group5,group1,group2,group1,8.443049980466226,1.187363424045011,4.937585994459506,2.019243766100631,0.650860533161339,1.8875697932491857,4.430328984771713,2.821928104580021,4.623832612437377,4.652423331848616,3.276427688701692,3.3559526004773272,1.2693031927889897,7.288854231514982,1.358746329145577,7.328350474044071,0.07049476651697195,4.247759404973516,1.1574214459347916,0.3453009260412738,3000.734156268463,2642.858606366691,2805.5038505831676,2847.187672618966,urban,PLATEAUX,ANIE,23,KARA,OTI,319,0,5,83,50-60,M,Other,Other/No Religion,0,Yes,Single,Yes,3,1
VPEEIS4KG66T8XH,1286.5333237107711,63,3.841529154639537,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,group3,group1,group3,group2,group1,group3,group5,group1,group5,group0,8.652771681347998,4.780320625025679,6.343765793430844,4.580470052342529,0.025194853582076182,1.725398473135825,1.376321520794269,2.7548214830029707,0.5004101007590266,3.9893260786573874,2.9870790646959953,3.706091567970161,1.9255919251551223,0.47337710697898894,0.06274169222970505,4.267333571629409,3.5591292571629722,1.2184223965944707,2.352602921956307,2.9248113721982554,1651.0543347130024,1521.610758653005,1760.2717182299766,1905.7037911368238,urban,KARA,PLAINE DU MO,272,CENTRALE,AKEBOU,108,0,2,41,<30,M,Kabyè,Muslim,0,Yes,Marriage (Polygomous),No,6,1
93F6YU4SYSM1FLM,2986.1317031296503,64,4.018632736963809,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,group4,group1,group6,group1,group0,group3,group0,group2,group4,group0,2.555707814971753,3.647435775372669,0.9177459539278009,6.383021175858768,0.8256418701077872,0.3136471168573316,2.852463794750295,3.86672364167081,5.053308990955601,1.0828104915640862,0.09300597397089971,1.0307315878168661,1.1075461831244544,3.604080442183563,1.0148681978688896,2.4311270767030253,1.7665313263740146,0.30871300258005385,3.1804213204073077,0.9572585980866419,3792.051935313377,3266.1593922270436,3938.5426791991868,3741.486576735582,rural,PLATEAUX,LOME COMMUNE,199,SAVANES,TONE,365,0,2,25,<30,M,Kabyè,Christian,3-4,Yes,Widow/Widower,Yes,6,1
HZ947RMKYT59NEX,2481.5473396129364,65,3.9982505212309194,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,group0,group1,group6,group2,group0,group4,group0,group0,group7,group0,2.758610955297706,3.773433438376899,6.8755564938552896,3.8127790266361483,0.19318021466083057,1.9172243808185412,7.012195121456138,4.858369427322245,4.835462380112575,0.21446165817296248,2.8819279857502496,2.6159579393843724,0.6991275324264385,2.6581878909313597,1.8047168035196384,3.145629993947119,3.62755880780878,3.2735657399804188,5.259651353905401,1.0680899849522048,2770.407305337991,3001.0673536791655,3230.127208517563,3152.99249804094,urban,CENTRALE,AMOU,127,MARITIME,VO,320,0,1,83,60+,F,Kabyè,Christian,0,Yes,Marriage (Polygomous),Yes,3,1
T3XX1KMOWNE7QRA,2553.9709730991503,66,5.5132371450951245,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,group2,group0,group7,group1,group1,group2,group2,group1,group6,group1,2.466367388926514,2.263358210976209,5.384788168803794,6.82724508445936,0.9519781083187282,0.49913447354309914,2.5439412622387367,1.225564317613014,1.4761303942571082,2.2709006703416943,3.9886309336659758,0.30719664536342783,1.7475184591020945,2.159955925515548,2.7783264016351823,6.391194110974499,2.5901564028193276,3.132961447916163,2.907814118586792,2.8723271521490426,3200.295776565309,2761.9091488083295,3307.106984390921,3232.764640919572,rural,CENTRALE,SOTOUBOUA,286,KARA,DANKPEN,32,1,9,90,<30,M,Ewé,Muslim,3-4,Yes,Single,Yes,1,1
MNWZM4X1JG8OQ2E,1839.8269684133177,67,3.6551470295696973,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,group3,group0,group5,group0,group0,group3,group0,group0,group1,group0,7.522821839448631,0.8689078819562523,0.47231899665389576,3.0825096340142437,0.7025895862204254,1.0133831183352315,0.9955415460841754,6.620137889304608,5.802675122114901,3.127471445121534,0.5084363843216431,2.861384841754455,0.7743477607521083,4.2170350503818534,2.678764495417752,7.08342904397908,3.3479540326269968,1.2911647258811665,5.325146722708746,1.1610955566305705,1944.0593623728264,1988.4302335909895,2407.1530643140813,3196.111565286118,urban,MARITIME,OTI-SUD,154,MARITIME,OTI-SUD,368,1,9,39,40-50,F,Kotokoli,Muslim,5+,Yes,Widow/Widower,Yes,3,1
G1UEGMVUKD3SKVS,1204.1890346949626,68,5.306963437066722,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,group4,group2,group5,group0,group1,group1,group6,group2,group1,group1,7.097292654585666,0.39502075668068515,0.10912657085116761,0.7636961599488564,0.4610663724088059,1.4750669729589372,6.593582415295597,4.066850009723379,1.844111435953753,4.229629427026805,2.4237648698143324,3.1149508465036466,1.095441949620746,8.878406236468802,1.7051012739768807,6.468732252743151,3.5967686575517184,4.249304324871886,0.4313536537787783,2.4490399696776475,1393.4634075759877,1224.4304746734203,1913.544214821342,2184.9268691852158,urban,MARITIME,KOZAH,363,KARA,TCHAOUDJO,380,1,4,58,60+,M,Kotokoli,Muslim,3-4,Yes,Divorced/Separated,Yes,3,0
